tank,treatment,family,length
C,f.control,G,12.9
C,f.control,G,14.3
C,f.control,G,17.4
C,f.control,G,16.6
C,f.control,G,17.2
C,f.control,G,17.5
C,f.control,G,16
C,f.control,G,15
C,f.control,G,17.2
C,f.control,G,15
C,f.control,G,15.1
C,f.control,G,13.5
C,f.control,G,15.1
C,f.control,G,16.1
C,f.control,G,17.2
C,f.control,G,13.5
D,flow,G,14.9
D,flow,G,17.1
D,flow,G,15.9
D,flow,G,16.1
D,flow,G,18.3
D,flow,G,18.9
D,flow,G,16
D,flow,G,18.2
D,flow,G,13
D,flow,G,15.3
D,flow,G,17.2
D,flow,G,16.3
D,flow,G,11.6
D,flow,G,14.6
D,flow,G,15.9
E,f.control,G,14.9
E,f.control,G,16.3
E,f.control,G,15.2
E,f.control,G,15.7
E,f.control,G,16.9
E,f.control,G,15.2
E,f.control,G,16.7
E,f.control,G,17.5
E,f.control,G,15.1
E,f.control,G,15.7
E,f.control,G,11.3
E,f.control,G,14.2
E,f.control,G,17
E,f.control,G,15.9
E,f.control,G,14.5
E,f.control,G,16.9
E,f.control,G,15.3
E,f.control,G,18
E,f.control,G,16.3
E,f.control,G,13.3
F,flow,G,16.8
F,flow,G,14.6
F,flow,G,17.3
F,flow,G,16.2
F,flow,G,16.3
F,flow,G,16.5
F,flow,G,15.6
F,flow,G,15.5
F,flow,G,16
F,flow,G,16.2
F,flow,G,17.5
F,flow,G,16.6
F,flow,G,15.4
F,flow,G,13.6
F,flow,G,18.4
F,flow,G,16.4
H,flow,G,17
H,flow,G,16.2
H,flow,G,17.3
H,flow,G,14.4
H,flow,G,17.4
H,flow,G,18.3
H,flow,G,17.1
H,flow,G,17.2
H,flow,G,17.3
H,flow,G,15.4
H,flow,G,16.4
H,flow,G,17.9
H,flow,G,15.6
H,flow,G,17.2
H,flow,G,15.5
H,flow,G,17.3
H,flow,G,15.5
H,flow,G,17.7
H,flow,G,17.9
H,flow,G,13.3
H,flow,G,17.3
H,flow,G,17.1
H,flow,G,15.5
I,f.control,G,15.8
I,f.control,G,16.9
I,f.control,G,17.1
I,f.control,G,15.9
I,f.control,G,13.5
I,f.control,G,16.8
I,f.control,G,16.7
I,f.control,G,15.3
I,f.control,G,16.6
I,f.control,G,15.6
I,f.control,G,16.2
I,f.control,G,14.7
I,f.control,G,18
I,f.control,G,12.3
I,f.control,G,15.5
A,flow,H,16.4
A,flow,H,17
A,flow,H,15.8
A,flow,H,15.1
A,flow,H,17.8
A,flow,H,17.7
A,flow,H,16.3
A,flow,H,13.9
A,flow,H,15.9
A,flow,H,16.2
A,flow,H,19
A,flow,H,17.6
A,flow,H,16.3
A,flow,H,14.6
A,flow,H,17.1
A,flow,H,15.7
A,flow,H,16.4
A,flow,H,15.6
A,flow,H,18.4
A,flow,H,17.4
A,flow,H,18
A,flow,H,17.7
A,flow,H,18
A,flow,H,18.4
A,flow,H,17.5
A,flow,H,18.4
A,flow,H,18.2
A,flow,H,13.8
A,flow,H,17.8
A,flow,H,16.8
A,flow,H,17.2
A,flow,H,15.9
B,f.control,H,17.3
B,f.control,H,17.3
B,f.control,H,16.7
B,f.control,H,17.9
B,f.control,H,16.6
B,f.control,H,18.8
B,f.control,H,16.1
B,f.control,H,16.1
B,f.control,H,16
B,f.control,H,16.8
B,f.control,H,16.3
B,f.control,H,15.4
B,f.control,H,16.5
B,f.control,H,16.6
B,f.control,H,16.6
B,f.control,H,17.3
B,f.control,H,16.8
B,f.control,H,15.2
B,f.control,H,15.2
B,f.control,H,16.6
B,f.control,H,16.4
B,f.control,H,14
B,f.control,H,16.6
B,f.control,H,16.1
B,f.control,H,17
B,f.control,H,15.2
B,f.control,H,16.8
B,f.control,H,17.3
B,f.control,H,15.7
B,f.control,H,16.7
C,f.control,H,16.3
C,f.control,H,17.6
C,f.control,H,15.6
C,f.control,H,18.1
C,f.control,H,15.8
C,f.control,H,16.7
C,f.control,H,17.2
C,f.control,H,18.2
C,f.control,H,12.8
C,f.control,H,17.3
C,f.control,H,16.5
C,f.control,H,15.4
C,f.control,H,17.6
C,f.control,H,13.1
C,f.control,H,16.2
C,f.control,H,15.6
C,f.control,H,16.2
C,f.control,H,15.4
C,f.control,H,18.8
C,f.control,H,16.8
C,f.control,H,17
C,f.control,H,15.3
C,f.control,H,15.8
C,f.control,H,17
C,f.control,H,16.6
C,f.control,H,13.4
D,flow,H,16.6
D,flow,H,17.5
D,flow,H,17.1
D,flow,H,16.8
D,flow,H,16.8
D,flow,H,17.6
D,flow,H,14.7
D,flow,H,16.9
D,flow,H,16.7
D,flow,H,14.5
D,flow,H,16.4
D,flow,H,14.6
D,flow,H,16.6
D,flow,H,15.6
D,flow,H,17.3
D,flow,H,16
D,flow,H,16.5
D,flow,H,15.4
D,flow,H,16.1
D,flow,H,17
D,flow,H,16.4
D,flow,H,15.3
D,flow,H,15.8
D,flow,H,15.3
D,flow,H,17.5
D,flow,H,17.8
D,flow,H,18
D,flow,H,15.8
E,f.control,H,15
E,f.control,H,15.4
E,f.control,H,14.5
E,f.control,H,16.7
E,f.control,H,16.8
E,f.control,H,15.9
E,f.control,H,16.4
E,f.control,H,12.9
E,f.control,H,15.9
E,f.control,H,14.6
E,f.control,H,16.6
E,f.control,H,15.9
E,f.control,H,15.6
E,f.control,H,16
E,f.control,H,15.3
E,f.control,H,14.6
E,f.control,H,16.6
E,f.control,H,16.4
E,f.control,H,16.3
E,f.control,H,16.8
E,f.control,H,16.5
E,f.control,H,16
E,f.control,H,16.2
E,f.control,H,17.2
E,f.control,H,14.8
E,f.control,H,15.9
E,f.control,H,15.4
E,f.control,H,16.7
E,f.control,H,17.1
E,f.control,H,14.7
E,f.control,H,15.5
E,f.control,H,16
E,f.control,H,14.3
F,flow,H,16.6
F,flow,H,16.3
F,flow,H,15.4
F,flow,H,16.9
F,flow,H,16.6
F,flow,H,15.5
F,flow,H,15
F,flow,H,16.8
F,flow,H,17.4
F,flow,H,18.3
F,flow,H,17.3
F,flow,H,15.2
F,flow,H,16.5
F,flow,H,17.6
F,flow,H,16.4
F,flow,H,16
F,flow,H,15.9
F,flow,H,18
F,flow,H,17.4
F,flow,H,15.4
F,flow,H,18.5
F,flow,H,16.4
F,flow,H,16.3
F,flow,H,16.9
F,flow,H,16
F,flow,H,16.6
H,flow,H,17.9
H,flow,H,16.4
H,flow,H,16.8
H,flow,H,17.3
H,flow,H,17
H,flow,H,16.7
H,flow,H,17.2
H,flow,H,16.5
H,flow,H,15.2
H,flow,H,16
H,flow,H,15.3
H,flow,H,16.6
H,flow,H,17.6
H,flow,H,16.8
H,flow,H,15.3
H,flow,H,17.8
H,flow,H,15.9
H,flow,H,16.3
H,flow,H,16.6
H,flow,H,10.8
H,flow,H,17.5
H,flow,H,15.4
H,flow,H,17.8
H,flow,H,16.6
H,flow,H,16
H,flow,H,17.2
H,flow,H,17.3
H,flow,H,17
I,f.control,H,17
I,f.control,H,17.6
I,f.control,H,17.6
I,f.control,H,15.9
I,f.control,H,16.5
I,f.control,H,17
I,f.control,H,14.5
I,f.control,H,14.9
I,f.control,H,17.6
I,f.control,H,16.4
I,f.control,H,15.9
I,f.control,H,15.2
I,f.control,H,16.3
I,f.control,H,16.1
I,f.control,H,16.7
I,f.control,H,17.6
I,f.control,H,16.4
I,f.control,H,17.1
I,f.control,H,15.3
I,f.control,H,15.5
I,f.control,H,16
I,f.control,H,15.1
I,f.control,H,17.3
I,f.control,H,15.5
I,f.control,H,16.8
I,f.control,H,17.1
I,f.control,H,17.2
A,flow,I,15.3
A,flow,I,15.1
A,flow,I,16.6
A,flow,I,15.2
A,flow,I,15.6
A,flow,I,16.1
A,flow,I,13
A,flow,I,17
A,flow,I,15.3
A,flow,I,14.8
A,flow,I,14.2
A,flow,I,16.4
A,flow,I,17.6
A,flow,I,16.2
A,flow,I,16.4
A,flow,I,15.8
A,flow,I,13.8
A,flow,I,16
A,flow,I,15.8
A,flow,I,16.3
A,flow,I,16.4
A,flow,I,10.2
A,flow,I,14.6
A,flow,I,16.5
A,flow,I,15.2
A,flow,I,17.6
B,f.control,I,16.1
B,f.control,I,15.4
B,f.control,I,15
B,f.control,I,16.1
B,f.control,I,15.3
B,f.control,I,14.9
B,f.control,I,16.3
B,f.control,I,15.4
B,f.control,I,15.1
B,f.control,I,16.1
B,f.control,I,17.4
B,f.control,I,17.5
B,f.control,I,16.9
B,f.control,I,15.4
B,f.control,I,14.9
B,f.control,I,16.4
B,f.control,I,14.5
B,f.control,I,17.2
B,f.control,I,17.8
B,f.control,I,15.9
B,f.control,I,16.8
B,f.control,I,16.9
B,f.control,I,14.7
B,f.control,I,14.9
B,f.control,I,18.8
B,f.control,I,16.4
B,f.control,I,15.6
B,f.control,I,16.3
B,f.control,I,16.6
B,f.control,I,15
C,f.control,I,8.4
C,f.control,I,14.6
C,f.control,I,15.7
C,f.control,I,15.2
C,f.control,I,16.5
C,f.control,I,13.3
C,f.control,I,15.7
C,f.control,I,16.1
C,f.control,I,14.9
C,f.control,I,15
C,f.control,I,14.4
C,f.control,I,15.4
C,f.control,I,15.3
C,f.control,I,15.2
C,f.control,I,11.8
C,f.control,I,16.5
C,f.control,I,16.4
C,f.control,I,15.9
C,f.control,I,13.9
C,f.control,I,15.6
C,f.control,I,12.3
C,f.control,I,12.8
C,f.control,I,16.2
C,f.control,I,14.8
D,flow,I,15.2
D,flow,I,16.5
D,flow,I,16.8
D,flow,I,10.5
D,flow,I,16.2
D,flow,I,16.4
D,flow,I,14.5
D,flow,I,16
D,flow,I,16.6
D,flow,I,15.4
D,flow,I,15.9
D,flow,I,15.1
D,flow,I,12.8
D,flow,I,14.9
D,flow,I,15.6
D,flow,I,15.2
D,flow,I,14.5
D,flow,I,14.7
D,flow,I,15.5
D,flow,I,15.8
D,flow,I,16
D,flow,I,15.6
D,flow,I,16.2
D,flow,I,13
D,flow,I,14.9
D,flow,I,14
D,flow,I,15.2
D,flow,I,17.3
D,flow,I,16.3
D,flow,I,15.8
E,f.control,I,15.3
E,f.control,I,15
E,f.control,I,13.2
E,f.control,I,17.4
E,f.control,I,16.3
E,f.control,I,15.6
E,f.control,I,14.9
E,f.control,I,16.6
E,f.control,I,16.6
E,f.control,I,14.6
E,f.control,I,15.7
E,f.control,I,15.4
E,f.control,I,12.9
E,f.control,I,15.8
E,f.control,I,15.3
E,f.control,I,15.8
E,f.control,I,14.6
E,f.control,I,14.6
E,f.control,I,16.3
E,f.control,I,15.6
E,f.control,I,16.8
E,f.control,I,14.3
E,f.control,I,15.9
E,f.control,I,16.3
E,f.control,I,15.8
E,f.control,I,16.4
E,f.control,I,16.4
E,f.control,I,14.8
E,f.control,I,15.4
E,f.control,I,14.1
E,f.control,I,15.8
F,flow,I,15.3
F,flow,I,15.4
F,flow,I,14.8
F,flow,I,16.3
F,flow,I,16
F,flow,I,16.2
F,flow,I,15.5
F,flow,I,14.4
F,flow,I,17.9
F,flow,I,15
F,flow,I,16.2
F,flow,I,16.2
F,flow,I,15
F,flow,I,14.9
F,flow,I,16.9
F,flow,I,16.5
F,flow,I,15.5
F,flow,I,15.2
F,flow,I,15.9
F,flow,I,15.5
F,flow,I,15.1
F,flow,I,16.8
F,flow,I,16.8
F,flow,I,14.8
F,flow,I,14.5
F,flow,I,15.3
F,flow,I,15.1
F,flow,I,15.3
F,flow,I,14.5
F,flow,I,13.4
H,flow,I,16.1
H,flow,I,16.3
H,flow,I,17.5
H,flow,I,16.1
H,flow,I,16.6
H,flow,I,14.9
H,flow,I,16.3
H,flow,I,17
H,flow,I,16.7
H,flow,I,15.6
H,flow,I,14.6
H,flow,I,13.2
H,flow,I,16.9
H,flow,I,15.5
H,flow,I,13.4
H,flow,I,15.8
H,flow,I,14.3
H,flow,I,15.9
H,flow,I,16
H,flow,I,16.1
H,flow,I,15.2
I,f.control,I,15.6
I,f.control,I,15.5
I,f.control,I,15.9
I,f.control,I,15.1
I,f.control,I,14.5
I,f.control,I,17
I,f.control,I,15.1
I,f.control,I,15.4
I,f.control,I,16.2
I,f.control,I,16.9
I,f.control,I,16
I,f.control,I,16.1
I,f.control,I,15.9
I,f.control,I,18
I,f.control,I,17.4
I,f.control,I,13.6
I,f.control,I,8.5
I,f.control,I,16.1
I,f.control,I,16.2
I,f.control,I,15
I,f.control,I,16
I,f.control,I,15.7
I,f.control,I,15.2
I,f.control,I,13.3
I,f.control,I,15
I,f.control,I,16
A,flow,J,15.3
A,flow,J,16
A,flow,J,16
A,flow,J,14.9
A,flow,J,14.4
A,flow,J,15
A,flow,J,14.3
A,flow,J,14.6
A,flow,J,14.6
A,flow,J,10.9
A,flow,J,15
A,flow,J,15.5
A,flow,J,16.5
A,flow,J,16.5
B,f.control,J,16.7
B,f.control,J,10.2
B,f.control,J,14
B,f.control,J,10.6
B,f.control,J,16.5
B,f.control,J,13.2
B,f.control,J,14.8
B,f.control,J,11.6
B,f.control,J,16
B,f.control,J,15.3
B,f.control,J,16.5
B,f.control,J,12.5
B,f.control,J,14.8
B,f.control,J,14.6
B,f.control,J,16.8
B,f.control,J,15.6
B,f.control,J,15.4
B,f.control,J,15.4
B,f.control,J,15.1
C,f.control,J,14
C,f.control,J,11.8
C,f.control,J,14.2
C,f.control,J,16.2
C,f.control,J,11.5
C,f.control,J,15.8
C,f.control,J,14.9
C,f.control,J,15.2
C,f.control,J,15.1
C,f.control,J,10.6
C,f.control,J,15.5
C,f.control,J,15.4
C,f.control,J,11
C,f.control,J,16.3
C,f.control,J,14.5
C,f.control,J,9.5
D,flow,J,12.4
D,flow,J,15.5
D,flow,J,15.9
D,flow,J,11.9
D,flow,J,16.5
D,flow,J,13
D,flow,J,15.6
D,flow,J,14.3
D,flow,J,15.1
D,flow,J,14.2
D,flow,J,14
D,flow,J,14.5
D,flow,J,10.6
E,f.control,J,15.1
E,f.control,J,10
E,f.control,J,14.5
E,f.control,J,13
E,f.control,J,12.7
E,f.control,J,12.4
E,f.control,J,14.4
E,f.control,J,14.7
E,f.control,J,14.7
E,f.control,J,15
E,f.control,J,15.7
E,f.control,J,15
E,f.control,J,15.2
E,f.control,J,16.1
F,flow,J,15.2
F,flow,J,12.9
F,flow,J,12.9
F,flow,J,14.8
F,flow,J,15
F,flow,J,13.8
F,flow,J,15.9
F,flow,J,12.4
F,flow,J,9.8
F,flow,J,14.7
F,flow,J,14
F,flow,J,11.6
F,flow,J,17
F,flow,J,13.2
F,flow,J,15
F,flow,J,16
F,flow,J,15.1
F,flow,J,12.7
F,flow,J,12.6
F,flow,J,9.9
F,flow,J,15.1
F,flow,J,11.2
H,flow,J,15.8
H,flow,J,15.8
H,flow,J,16.5
H,flow,J,15
H,flow,J,15.9
H,flow,J,13.8
H,flow,J,15.8
H,flow,J,12.5
H,flow,J,11.1
H,flow,J,16
H,flow,J,15.6
H,flow,J,15.4
H,flow,J,14.7
H,flow,J,15.6
H,flow,J,16.2
H,flow,J,14.6
I,f.control,J,14.6
I,f.control,J,14.5
I,f.control,J,16
I,f.control,J,10.8
I,f.control,J,15.4
I,f.control,J,14.5
I,f.control,J,15
I,f.control,J,15.9
I,f.control,J,9.7
I,f.control,J,14.8
I,f.control,J,15.9
I,f.control,J,15.4
I,f.control,J,14.8
I,f.control,J,16
I,f.control,J,15
I,f.control,J,16.6
I,f.control,J,14.4
A,flow,K,16.6
A,flow,K,18
A,flow,K,16.2
A,flow,K,15.9
A,flow,K,17.5
A,flow,K,15.3
A,flow,K,18
A,flow,K,16
A,flow,K,14.9
A,flow,K,16.3
A,flow,K,17.5
A,flow,K,17.5
A,flow,K,17.4
A,flow,K,17.5
A,flow,K,16
A,flow,K,16.6
A,flow,K,15.5
A,flow,K,17.5
A,flow,K,16
A,flow,K,17
A,flow,K,17
A,flow,K,15.9
A,flow,K,16.5
A,flow,K,15.5
A,flow,K,17.9
A,flow,K,14.9
A,flow,K,17
A,flow,K,16.6
A,flow,K,14
A,flow,K,16.8
A,flow,K,17.5
A,flow,K,15.4
B,f.control,K,18
B,f.control,K,16.2
B,f.control,K,14.8
B,f.control,K,16.7
B,f.control,K,16.8
B,f.control,K,15.6
B,f.control,K,17
B,f.control,K,14.9
B,f.control,K,15.5
B,f.control,K,17.2
B,f.control,K,15.6
B,f.control,K,14.1
B,f.control,K,16.1
B,f.control,K,16.1
B,f.control,K,16.6
B,f.control,K,15.6
B,f.control,K,9.1
B,f.control,K,15.4
B,f.control,K,16.1
B,f.control,K,17.3
B,f.control,K,15.5
B,f.control,K,16.4
B,f.control,K,16.2
B,f.control,K,16
B,f.control,K,16.3
B,f.control,K,15.5
B,f.control,K,17.3
B,f.control,K,17.6
B,f.control,K,15.6
B,f.control,K,14.9
B,f.control,K,16.3
C,f.control,K,16.6
C,f.control,K,16
C,f.control,K,16.6
C,f.control,K,17
C,f.control,K,16.3
C,f.control,K,16.5
C,f.control,K,16.6
C,f.control,K,14.9
C,f.control,K,16.7
C,f.control,K,16.2
C,f.control,K,17.7
C,f.control,K,17.5
C,f.control,K,17.5
C,f.control,K,16
C,f.control,K,16.1
C,f.control,K,16.2
C,f.control,K,16.3
C,f.control,K,15.1
C,f.control,K,15.2
C,f.control,K,12.7
C,f.control,K,16.5
C,f.control,K,14.2
C,f.control,K,17
C,f.control,K,16.7
C,f.control,K,17.1
C,f.control,K,17.8
C,f.control,K,17.1
C,f.control,K,16.2
C,f.control,K,11.2
C,f.control,K,15.9
C,f.control,K,17.4
C,f.control,K,17.2
C,f.control,K,15.9
C,f.control,K,15.2
D,flow,K,16.7
D,flow,K,16.6
D,flow,K,16.5
D,flow,K,16.4
D,flow,K,15
D,flow,K,16.8
D,flow,K,16.4
D,flow,K,14.4
D,flow,K,17.3
D,flow,K,16.5
D,flow,K,17.1
D,flow,K,15.5
D,flow,K,17
D,flow,K,15.3
D,flow,K,15.7
D,flow,K,15.8
D,flow,K,14.1
D,flow,K,15.5
D,flow,K,15.6
D,flow,K,14.9
D,flow,K,15.9
D,flow,K,15.9
D,flow,K,17
D,flow,K,15.7
D,flow,K,15.8
D,flow,K,16.7
D,flow,K,15
D,flow,K,17
D,flow,K,15.8
D,flow,K,16.3
D,flow,K,15.3
D,flow,K,16.9
D,flow,K,16.8
D,flow,K,16.8
D,flow,K,16
D,flow,K,16.2
E,f.control,K,14.3
E,f.control,K,15.6
E,f.control,K,16.1
E,f.control,K,15.4
E,f.control,K,15.3
E,f.control,K,15.6
E,f.control,K,16.9
E,f.control,K,15.8
E,f.control,K,16.1
E,f.control,K,16.3
E,f.control,K,15.7
E,f.control,K,16.4
E,f.control,K,16
E,f.control,K,16.3
E,f.control,K,16.3
E,f.control,K,16.2
E,f.control,K,15.4
E,f.control,K,16.5
E,f.control,K,16.9
E,f.control,K,16.3
E,f.control,K,16.6
E,f.control,K,16.5
E,f.control,K,16.2
E,f.control,K,17
E,f.control,K,16.2
E,f.control,K,16.8
E,f.control,K,16.1
E,f.control,K,16.8
E,f.control,K,16.3
E,f.control,K,17.4
E,f.control,K,17
E,f.control,K,16.1
E,f.control,K,15.3
E,f.control,K,16.9
E,f.control,K,16.4
E,f.control,K,15.9
F,flow,K,17.6
F,flow,K,18.6
F,flow,K,17.3
F,flow,K,16
F,flow,K,16.6
F,flow,K,16.2
F,flow,K,16.6
F,flow,K,16.6
F,flow,K,16.2
F,flow,K,16.2
F,flow,K,15.2
F,flow,K,14.2
F,flow,K,16.5
F,flow,K,16.5
F,flow,K,16.6
F,flow,K,17.1
F,flow,K,15
F,flow,K,16.6
F,flow,K,14.4
F,flow,K,17
F,flow,K,16.4
F,flow,K,17
F,flow,K,17
F,flow,K,16
F,flow,K,14.5
F,flow,K,16.5
F,flow,K,17.5
F,flow,K,16.5
F,flow,K,14
H,flow,K,16.1
H,flow,K,16.6
H,flow,K,15.4
H,flow,K,12.9
H,flow,K,16.5
H,flow,K,16.3
H,flow,K,16.5
H,flow,K,18.5
H,flow,K,16.8
H,flow,K,15.5
H,flow,K,15.6
H,flow,K,15.9
H,flow,K,17.5
H,flow,K,18.5
H,flow,K,16.6
H,flow,K,17.4
H,flow,K,16.4
H,flow,K,15.3
H,flow,K,16.4
H,flow,K,15.8
H,flow,K,16.8
H,flow,K,16.8
H,flow,K,16.2
H,flow,K,17.4
H,flow,K,16.2
H,flow,K,16.5
H,flow,K,16.2
H,flow,K,17
H,flow,K,17.4
H,flow,K,16.3
I,f.control,K,16.7
I,f.control,K,16.1
I,f.control,K,16.3
I,f.control,K,15.9
I,f.control,K,17.8
I,f.control,K,15.2
I,f.control,K,14.8
I,f.control,K,16
I,f.control,K,15.4
I,f.control,K,16
I,f.control,K,16
I,f.control,K,16.7
I,f.control,K,15.7
I,f.control,K,15.3
I,f.control,K,16
I,f.control,K,17
I,f.control,K,18.7
I,f.control,K,14
I,f.control,K,17
I,f.control,K,17
I,f.control,K,16.5
I,f.control,K,17.4
I,f.control,K,14.5
I,f.control,K,16.9
I,f.control,K,16
I,f.control,K,18.4
I,f.control,K,15.9
I,f.control,K,14.6
I,f.control,K,17.3
I,f.control,K,15.6
I,f.control,K,18
I,f.control,K,16.9
I,f.control,K,18.6
A,flow,L,19.5
A,flow,L,17.4
A,flow,L,16
A,flow,L,16
A,flow,L,16
A,flow,L,16.5
A,flow,L,15.8
A,flow,L,16
A,flow,L,17.9
A,flow,L,17.2
A,flow,L,16.3
A,flow,L,16.5
A,flow,L,16.1
A,flow,L,18.8
A,flow,L,17
A,flow,L,18
A,flow,L,18
A,flow,L,16.2
A,flow,L,15
A,flow,L,15.3
A,flow,L,17.3
A,flow,L,17.3
A,flow,L,18.1
A,flow,L,16.7
A,flow,L,17
B,f.control,L,17.6
B,f.control,L,16.8
B,f.control,L,16.9
B,f.control,L,17.9
B,f.control,L,15.4
B,f.control,L,10.4
B,f.control,L,16.2
B,f.control,L,16.9
B,f.control,L,14.2
B,f.control,L,14.2
B,f.control,L,15.8
B,f.control,L,15.4
B,f.control,L,15.8
B,f.control,L,16.1
B,f.control,L,17
B,f.control,L,17.3
B,f.control,L,15.4
B,f.control,L,15.1
B,f.control,L,15
B,f.control,L,13.8
B,f.control,L,16.7
B,f.control,L,18.4
B,f.control,L,16.4
B,f.control,L,18.2
B,f.control,L,16.7
B,f.control,L,15.6
B,f.control,L,16.4
C,f.control,L,15
C,f.control,L,17.4
C,f.control,L,16.6
C,f.control,L,15.8
C,f.control,L,15
C,f.control,L,15.2
C,f.control,L,18.4
C,f.control,L,16
C,f.control,L,15.5
C,f.control,L,16.5
C,f.control,L,18.6
C,f.control,L,15
C,f.control,L,14.8
C,f.control,L,15.1
C,f.control,L,16.5
C,f.control,L,14.7
C,f.control,L,16.5
C,f.control,L,16.7
C,f.control,L,17.1
C,f.control,L,14.9
C,f.control,L,15.7
C,f.control,L,18.9
C,f.control,L,17.3
C,f.control,L,14.6
C,f.control,L,16.2
C,f.control,L,16
C,f.control,L,15.4
C,f.control,L,17
C,f.control,L,15.5
C,f.control,L,17.2
